XYDATA, head_z_accel
0.0 -0.0
1e-06 0.13291001514278578
6e-06 0.11280457648636386
3e-05 -0.10934396557438066
6.9e-05 -0.16066393722626993
0.000121 -0.12283338346938048
0.000182 -0.05970101920635487
0.000251 0.01576409885128969
0.000326 0.07647596273956958
0.000406 0.09275695573921777
0.00049 0.06274079323724208
0.000577 0.013945434985443551
0.000667 -0.021080593270892713
0.000759 -0.02923373425175774
0.000852 -0.017955876879464445
0.000947 -0.00392376601591777
0.001043 0.0019843677504550487
0.001139 -0.00021597589390872523
0.001237 -0.003915608286213947
0.001335 -0.003398408222991542
0.001433 0.0017385141715060702
0.001531 0.007647259767606676
0.00163 0.01016544895555567
0.00173 0.008277036500741845
0.001829 0.0033509914190880683
0.001928 -0.0006217209750526429
0.002028 -0.0015937144692632042
0.002127 -6.566972411577858e-05
0.002227 0.0015131568884379479
0.002327 0.0008201577500981477
0.002427 -0.002331683092595331
0.002527 -0.005652083025294061
0.002626 -0.006299194934049855
0.002726 -0.003235253628915073
0.002826 0.0020352515894826472
0.002926 0.006455007571392881
0.003026 0.007324927472684352
0.003126 0.003830258039187694
0.003226 -0.0024967751474764574
0.003326 -0.008447125165066563
0.003426 -0.010856000774984323
0.003526 -0.008601408228090123
0.003626 -0.003183961903402283
0.003726 0.002837258390989788
0.003826 0.007365002319854385
0.003926 0.009296548770477177
0.004026 0.008393284149021327
0.004126 0.005121728622924241
0.004226 0.0005742021995278714
0.004326 -0.003789061504183386
0.004426 -0.006699127632779798
0.004526 -0.007597191701549459
0.004626 -0.006775504377131845
0.004726 -0.0050764532230680205
0.004826 -0.0033870893730274867
0.004926 -0.0022469446752968647
0.005026 -0.0017186297053530006
0.005126 -0.0014966374857877055
0.005226 -0.001166045489540261
0.005326 -0.00036057165290899544
0.005426 0.0009321225902831242
0.005526 0.0022013633605767516
0.005626 0.002679508292842102
0.005726 0.0019932392815079562
0.005826 0.0004366424823971489
0.005926 -0.0012594514946490394
0.006026 -0.0023758368046172752
0.006126 -0.0025534713689180305
0.006226 -0.0018951425818194798
0.006326 -0.0008604365405107758
0.006426 -4.221625121728623e-05
0.006526 8.24950416299144e-05
0.006626 -0.0006244742088276833
0.006726 -0.0019237966074041597
0.006826 -0.0033169328975746052
0.006926 -0.004240081985183524
0.007026 -0.004268532067525608
0.007126 -0.003265845115304411
0.007226 -0.001434740711659945
0.007326 0.0007789612150938394
0.007426 0.0028291006612859645
0.007526 0.00421071415824976
0.007626 0.004558437386875233
0.007726 0.0037327731692270044
0.007826 0.0019091126939372774
0.007926 -0.00036883135423411667
0.008026 -0.0023792018681201023
0.008126 -0.0035450434144177674
0.008226 -0.003681583415335512
0.008326 -0.0030134653525923736
0.008426 -0.00198059480046703
0.008526 -0.000985351776600572
0.008626 -0.00023433078574232793
0.008726 0.0002546231383805887
0.008826 0.0005402456496357064
0.008926 0.0006427271290399882
0.009026 0.0005419791671977689
0.009126 0.00021862715606246785
0.009226 -0.0002972472760830661
0.009326 -0.0009145834714199038
0.009426 -0.0015239658802955137
0.009526 -0.002056461686712588
0.009626 -0.0024922883961393544
0.009726 -0.0028228803923867987
